DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-02,61.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-03,62.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-04,62.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-05,63.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-06,64.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-07,63.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-08,64.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-09,65.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-10,66.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-11,70.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,1999-12,66.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-01,64.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-02,67.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-03,68.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-04,69.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-05,70.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-06,70.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-07,71.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-08,71.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-09,71.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-10,71.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-11,74.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2000-12,74.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-01,72.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-02,74.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-03,73.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-04,72.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-05,72.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-06,72.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-07,72.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-08,73.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-09,72.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-10,73.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-11,71.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2001-12,72.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-01,72.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-02,73.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-03,71.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-04,74.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-05,73.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-06,74.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-07,73.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-08,71.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-09,73.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-10,73.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-11,73.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2002-12,73.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-01,75.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-02,74.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-03,74.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-04,74.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-05,73.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-06,74.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-07,74.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-08,75.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-09,74.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-10,74.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-11,74.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2003-12,75.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-01,76.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-02,76.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-03,77.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-04,78.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-05,79.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-06,79.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-07,79.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-08,81.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-09,81.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-10,81.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-11,81.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2004-12,80.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-01,80.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-02,80.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-03,81.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-04,81.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-05,82.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-06,82.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-07,83.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-08,82.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-09,83.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-10,84.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-11,85.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2005-12,83.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-01,85.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-02,86.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-03,85.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-04,86.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-05,88.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-06,89.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-07,89.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-08,90.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-09,90.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-10,90.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-11,91.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2006-12,92.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-01,92.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-02,93.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-03,94.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-04,93.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-05,94.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-06,93.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-07,94.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-08,95.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-09,94.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-10,95.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-11,92.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2007-12,96.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-01,97.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-02,97.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-03,98.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-04,98.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-05,97.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-06,96.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-07,94.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-08,97.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-09,97.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-10,92.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-11,88.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2008-12,90.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-01,88.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-02,84.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-03,86.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-04,82.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-05,82.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-06,83.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-07,83.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-08,83.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-09,84.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-10,85.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-11,85.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2009-12,87.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-01,84.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-02,86.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-03,87.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-04,87.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-05,90.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-06,91.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-07,90.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-08,92.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-09,92.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-10,93.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-11,94.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2010-12,93.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-01,95.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-02,95.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-03,96.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-04,96.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-05,96.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-06,96.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-07,96.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-08,96.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-09,96.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-10,96.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-11,97.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2011-12,97.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-01,95.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-02,94.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-03,96.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-04,96.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-05,97.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-06,97.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-07,96.8,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-08,98.3,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-09,96.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-10,97.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-11,96.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2012-12,96.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-01,96.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-02,94.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-03,96.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-04,97.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-05,97.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-06,96.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-07,97.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-08,97.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-09,98.5,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-10,97.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-11,97.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2013-12,97.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-01,98.9,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-02,98.7,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-03,97.2,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-04,98.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-05,96.4,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-06,101.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-07,97.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-08,96.6,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-09,98.0,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-10,97.1,
ESTAT:STS_INPR_M(1.0),28/10/22 11:00:00,M,PROD,B-D,SCA,I15,AT,2014-11,96.6,
